,anger,disgust,fear,joy,sadness,file_mp3
51,0.6,0.0,0.7,0.0,0.0,yywgxot52vyl.mp3
52,0.2,0.1,0.3,0.2,0.2,hefr943k420w.mp3
53,0.1,0.2,0.9,0.0,0.8,zgp3dpgv8e9k.mp3
54,0.6,0.1,0.5,0.4,0.2,ia9z0qw84rx5.mp3
55,0.7,0.1,0.1,0.0,0.0,sytw9ia04js5.mp3
56,0.5,0.0,0.2,0.1,0.1,2s4fgxx2zia3.mp3
57,0.2,0.2,0.2,0.0,0.5,iedjgjir4jgx.mp3
58,0.6,0.3,0.4,0.2,0.0,2kr6wjigwhn5.mp3
59,0.1,0.2,1.0,0.0,0.1,0dofjeho57m2.mp3
60,0.9,0.2,0.5,0.0,0.2,p6c016741z0i.mp3
61,0.6,0.6,0.5,0.0,0.0,sumyci34i48z.mp3
62,0.6,0.0,0.7,0.0,0.5,gzdrmeu4gp9n.mp3
63,0.7,0.0,0.0,0.7,0.0,5j07yogxlgfc.mp3
64,0.2,0.4,0.6,0.0,0.4,99gp3rt5th0m.mp3
65,0.1,0.0,0.0,1.0,0.0,yfb9ti7jbo9s.mp3
66,1.0,0.0,0.0,0.0,0.0,09qo8x2et0df.mp3
67,0.8,0.3,0.4,0.0,0.8,f7r2jphx070h.mp3
68,0.4,0.0,0.0,0.7,0.0,2kiwc4pmjxoo.mp3
69,0.3,0.3,0.6,0.0,0.2,3f7t8atc9co6.mp3
70,0.5,0.5,0.2,0.1,0.1,m9k7mzyfb40y.mp3
71,0.5,0.2,0.3,0.0,0.5,7njyyg78w7nm.mp3
72,0.5,0.0,0.2,0.5,0.4,am8kyjdwevvc.mp3
73,0.4,0.3,0.0,0.1,0.2,u2qjuy87rl5w.mp3
74,0.9,0.4,0.7,0.0,0.0,as1b04cgvpjn.mp3
75,0.8,0.5,0.2,0.0,0.2,u2qp9u72tg8s.mp3
76,0.8,0.9,0.1,0.0,0.2,9nd5zhg8d5yh.mp3
77,0.7,0.3,0.1,0.0,0.4,846zmhjafyr8.mp3
78,0.3,0.4,0.7,0.3,0.3,z9yly4g9plrp.mp3
79,0.8,0.2,0.4,0.0,0.4,cf9mrfuw0r95.mp3
80,0.9,0.0,0.5,0.1,0.3,v49oi1e3gbfx.mp3
81,1.0,0.5,0.2,0.0,0.4,kw8elwdvu9w8.mp3
82,0.5,0.9,0.0,0.1,0.0,h043lrpx1s1z.mp3
83,1.0,0.2,0.4,0.0,0.0,sbj9q028ying.mp3
84,0.3,0.6,0.4,0.0,0.4,xb4dcqwchuu8.mp3
85,1.0,0.0,0.7,0.0,0.1,boftw577kh0e.mp3
86,1.0,0.5,0.4,0.0,0.1,9fi7nd3ejejx.mp3
87,0.1,0.0,0.2,0.7,0.1,bjq3abi9q4qo.mp3
88,0.7,0.0,1.0,0.0,0.4,6hzdtywrh1zl.mp3
89,0.5,0.0,0.6,0.0,0.5,yr1xxr9bzbi2.mp3
90,0.3,0.2,0.2,0.0,0.1,psqqysf2c9y6.mp3
91,0.9,0.1,0.2,0.1,0.0,69m6ohdclq9d.mp3
92,0.1,0.4,0.4,0.3,0.0,cuox259l9ayz.mp3
93,0.6,0.2,0.7,0.0,0.4,ie2qaa3q6e1x.mp3
94,0.9,0.0,0.5,0.0,0.2,bj4o263lqt8m.mp3
95,0.9,0.1,0.1,0.0,0.3,d1vork4wsnyo.mp3
96,0.6,0.1,0.0,0.5,0.1,41mz0oxc5a41.mp3
97,0.3,0.4,0.5,0.0,0.3,4j91ljaedzaz.mp3
98,0.5,0.1,0.0,0.5,0.0,h3uxmufkpcsd.mp3
99,0.9,0.4,0.5,0.0,0.3,rtznxqy1m85g.mp3
100,0.3,0.0,0.5,0.2,0.0,ncj9oz7w1z3d.mp3
101,0.3,0.1,0.1,0.2,0.3,degygibm4x72.mp3
102,0.8,0.5,0.5,0.0,0.2,lv0fl1g1b48a.mp3
103,0.8,1.0,0.5,0.0,0.0,8e3dokovf8d7.mp3
104,0.5,0.0,0.5,0.1,0.1,y7g59adx5f8p.mp3
105,0.8,0.0,0.0,0.3,0.3,wstpu3pbhhua.mp3
106,0.6,0.5,0.4,0.3,0.2,xk9gsp4k2a8n.mp3
107,0.5,0.0,0.2,0.7,0.0,icra7fd3mk24.mp3
108,0.4,0.2,0.2,0.3,0.2,4x022sgy6dod.mp3
109,0.7,0.0,0.7,0.1,0.2,6m00kywx6poe.mp3
110,0.2,0.0,0.9,0.2,0.0,4igpde2utmd4.mp3
111,0.9,0.2,0.5,0.0,0.1,9b0duo579q6n.mp3
112,0.4,0.2,0.2,0.5,0.0,jjqv1gx2pkpa.mp3
113,0.5,0.9,0.7,0.0,0.0,s08w7b8bqsg7.mp3
114,0.9,0.0,0.0,0.0,0.1,g23se7hl88ti.mp3
115,0.8,0.0,1.0,0.0,0.5,fo7pz2t3y1s2.mp3
116,0.7,0.3,0.2,0.0,0.2,5zq8dz70zy6k.mp3
117,0.8,0.7,0.2,0.0,0.2,1s0bwk295gbu.mp3
118,0.2,0.2,0.2,0.3,0.2,7fmot6gxstcp.mp3
119,0.2,0.3,0.5,0.0,0.2,52zpkde8i5a4.mp3
120,0.2,0.1,0.6,0.2,0.3,1md3pv6wb2t3.mp3
121,0.9,0.5,0.2,0.0,0.5,coofj2sld2v9.mp3
122,0.7,0.5,0.5,0.0,0.1,65wqpmk8408f.mp3
123,0.5,0.0,0.0,0.2,0.1,bs0i7qnla08r.mp3
124,0.4,0.1,0.1,0.1,0.3,s2z9pwquzob9.mp3
125,0.0,0.1,1.0,0.3,0.1,q7rucmbdfaz0.mp3
126,0.3,0.0,0.9,0.0,0.0,fs2e1y9zyrx4.mp3
127,0.5,0.4,0.7,0.0,0.3,i0r5ditnb8nt.mp3
128,0.3,0.5,0.6,0.0,0.2,4xjhzbxacfy9.mp3
129,0.1,0.0,0.1,0.9,0.4,y7ws2hagr88k.mp3
130,1.0,0.3,0.5,0.0,0.1,ceie7pcjm4pj.mp3
131,0.6,0.4,0.6,0.0,0.1,phwtd81az1l2.mp3
132,0.6,0.6,0.2,0.0,0.1,v6m95zlgtdww.mp3
133,0.6,0.3,0.0,0.1,0.1,dcyz6eaoihhw.mp3
134,0.9,0.9,0.5,0.0,0.0,mocwmgyl4heb.mp3
135,0.6,0.5,0.4,0.0,0.2,d3bndykkccxq.mp3
136,0.3,0.2,0.5,0.0,0.2,dj0l1jvk0you.mp3
137,0.7,0.1,0.9,0.0,0.0,gxxh6bswb6li.mp3
