,anger,disgust,fear,joy,sadness,file_mp3
94,0.7,0.3,0.2,0.5,0.1,2etfdkwe4aqc.mp3
95,0.6,0.1,0.6,0.0,0.0,hdv9hcjw58uo.mp3
96,0.6,0.5,0.2,0.3,0.1,qrvltor6p5vw.mp3
97,0.7,0.1,0.4,0.0,0.1,35y1vd1c91kr.mp3
98,0.3,0.3,0.2,0.3,0.2,q685qljk5da3.mp3
99,0.6,0.8,0.4,0.0,0.1,2juwt065j0c7.mp3
100,0.7,0.2,0.1,0.2,0.2,in7pl454thdy.mp3
101,0.9,0.1,0.2,0.0,0.3,u7kfp85jmqrg.mp3
102,0.7,0.5,0.4,0.1,0.2,y8rdymxl0odh.mp3
103,0.7,0.3,0.3,0.3,0.4,qnzsexu6sgyp.mp3
104,0.6,0.1,0.1,0.8,0.1,0xwmz60b0qbi.mp3
105,0.3,0.2,0.1,0.3,0.1,et1ekw25hunx.mp3
106,0.6,0.2,0.4,0.2,0.2,2cczm8p2jwze.mp3
107,0.3,0.2,0.2,0.2,0.4,8t8ktbl9g4jp.mp3
108,0.6,0.5,0.4,0.2,0.1,xbrhuxjk28om.mp3
109,0.7,0.1,0.5,0.0,0.3,tg3eckdxj1au.mp3
110,0.6,0.1,0.1,0.7,0.1,sb1l0p0abkgm.mp3
111,0.6,0.8,0.1,0.0,0.2,jnijl3muiepl.mp3
112,0.6,0.2,0.4,0.3,0.2,cwcuvyvryx67.mp3
113,0.6,0.3,0.4,0.2,0.2,morisdlkws7s.mp3
114,0.8,0.3,0.3,0.0,0.4,oi7emfi6356t.mp3
115,0.5,0.0,0.4,0.8,0.0,kb0tqe6omdke.mp3
116,0.1,0.4,0.5,0.1,0.0,a2we8omywb32.mp3
117,0.7,0.4,0.9,0.0,0.1,v4kjmgxpebjr.mp3
118,0.7,0.5,0.1,0.0,0.0,b868j39o9l13.mp3
119,0.7,0.1,0.1,0.1,0.2,mlnchu9qnfrn.mp3
120,0.7,0.1,0.2,0.0,0.2,lnx88cyijio6.mp3
121,1.0,0.5,0.4,0.1,0.1,3ig6n3mv2qrj.mp3
122,0.6,0.3,0.1,0.5,0.1,9iz0m37secgc.mp3
123,0.9,0.5,0.4,0.0,0.1,1sclyr793gh2.mp3
124,0.4,0.0,0.1,0.9,0.1,us2sj7fqytkr.mp3
125,0.4,0.1,0.2,0.0,0.8,ib0bkh2wpwzd.mp3
