,anger,disgust,fear,joy,sadness,file_mp3
97,0.8,0.3,0.2,0.0,0.3,f1iyuji29ts0.mp3
98,0.5,0.0,0.0,0.5,0.0,3r8c1ekdavbh.mp3
99,0.2,0.0,0.1,0.7,0.1,ngcxy8l2184l.mp3
100,0.5,0.1,0.2,0.8,0.2,hvya7ol8uv1y.mp3
101,0.1,0.1,0.1,0.5,0.3,cd8kbtw1400t.mp3
102,0.6,0.1,0.1,0.2,0.3,hf61r5za1b91.mp3
103,0.6,0.1,0.4,0.0,0.3,mrc6bps0c62u.mp3
104,0.6,0.0,0.3,0.1,0.0,jeexyghnh45k.mp3
105,0.5,0.2,0.1,0.5,0.3,8h1otl3yhkf7.mp3
106,0.6,0.3,0.5,0.0,0.3,5bpmborycvfy.mp3
107,0.7,0.8,0.3,0.0,0.0,477uvhl85s56.mp3
108,1.0,0.2,0.0,0.0,0.6,9lemhgbvpydt.mp3
109,0.5,0.0,0.0,1.0,0.0,h5gyhuzpvcnn.mp3
110,0.9,1.0,0.3,0.0,0.0,kjp5330gwum6.mp3
111,0.6,0.0,0.4,0.0,0.4,s5uciu3bnmir.mp3
112,0.5,0.1,0.1,0.6,0.1,gfjrgplye5ce.mp3
113,1.0,0.7,0.4,0.0,0.0,5ijgpxnx924z.mp3
114,0.6,0.0,0.0,0.1,0.0,svuvkn9cd4ag.mp3
115,0.5,0.0,0.3,0.5,0.2,3jsne855v8w0.mp3
116,0.8,0.1,0.3,0.1,0.6,m2qegvxahp4n.mp3
117,0.2,0.3,0.6,0.0,0.4,g54qhfyjtgnd.mp3
118,0.8,0.5,0.2,0.1,0.4,huw09ohbat93.mp3
119,0.1,0.1,0.0,0.2,0.4,nxqqnlo8oj5o.mp3
120,0.5,0.0,0.0,0.7,0.0,69dtt92jjfmr.mp3
121,0.5,0.0,0.0,0.7,0.3,ukbobls0yms9.mp3
122,0.2,0.0,0.1,1.0,0.0,i44mvr3hwfzo.mp3
123,0.6,0.3,0.4,0.0,0.4,5qhg3lts7tu6.mp3
