,anger,disgust,fear,joy,sadness,file_mp3
81,1.0,0.5,0.2,0.0,0.2,j2s3cvq5c6t3.mp3
82,0.7,0.7,0.2,0.0,0.1,ho9c8lbq932s.mp3
83,0.5,0.0,0.2,0.5,0.4,la3dia4zzbly.mp3
84,0.5,0.0,0.1,0.9,0.1,nomr4vb2kh4x.mp3
85,1.0,0.5,0.2,0.0,0.4,kw8elwdvu9w8.mp3
86,0.3,0.4,0.4,0.0,0.4,u3chexroo4h6.mp3
87,0.7,0.5,0.8,0.0,0.0,jbiyntnpcex7.mp3
88,0.8,0.2,0.2,0.0,0.4,l6tgjedwg1us.mp3
89,0.4,0.3,0.3,0.0,0.1,rko2dxbw0ehl.mp3
90,0.5,0.1,0.1,0.1,0.0,65jh50tex0zn.mp3
91,0.5,0.0,0.0,1.0,0.0,sryzn24q6tl4.mp3
92,1.0,0.0,0.5,0.0,0.3,j4jdytzqn6g7.mp3
93,0.4,0.1,0.3,0.3,0.0,9fudse1q91u6.mp3
94,0.0,0.0,0.7,0.5,0.0,vkg0p89dg5am.mp3
95,0.6,0.0,1.0,0.0,0.0,mptzy1k4ckbj.mp3
96,0.8,0.5,0.5,0.0,0.2,lv0fl1g1b48a.mp3
97,0.6,0.2,0.0,0.5,0.1,pu046k1hx3in.mp3
